Comment Location,Comment,Keywords,Location,Reason,Purpose
https://github.com/apache/camel/blob/32e7f9251f0329caf86aaff8abf7c06b5b32b3f8/components/camel-blueprint/pom.xml#L310,"The next three profiles are used to bypass the schemagen plugin on HP and IBM JDKs.
  TODO: Whenever Maven supports profile activations based on multiple properties, we
  should combine the on-ibmjdk and on-hpjdk profiles as they do exactly the same thing.",['todo'],Plugin configuration,External tool limitation,Document for later fix
https://github.com/apache/camel/blob/32e7f9251f0329caf86aaff8abf7c06b5b32b3f8/components/camel-hbase/pom.xml#L353,workaround for org.apache.log4j.AppenderSkeleton,['workaround'],External dependencies configuration,External library limitation,Document workaround
https://github.com/SonarSource/orchestrator/blob/8aac5d18ed3518ea6e7f9a15eed8919c01e42f40/pom.xml#L56,required for deployment (no wagon hack in settings.xml). Parent 26 still declares 3.0.5.,['hack'],Build variables,Recursive call,Document suboptimal implementation choice
https://github.com/exoplatform/wiki/blob/3636d7f355774c30128911fb029ad95dae84852a/wiki-webapp/pom.xml#L203,A hack to not include js and css files in /javascript and /skin,['hack'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/apache/ambari/blob/9236f4ab966f40d93e27c44f9078bb204a6c591a/contrib/views/pig/pom.xml#L210,"setting npm_config_tmp environment variable is a workaround for
  https://github.com/Medium/phantomjs/issues/673",['workaround'],Plugin configuration,External tool limitation,Document workaround
https://github.com/OSEHRA/ISAAC/blob/b4abff6686be95df430f3d00b60c6298d9f5f646/integration/db-builder/pom.xml#L237,"Note that the assembly plugin doesn't use the same classifier - we hack the classifier it returns to be a mis
  mash of classifier and part of type. So there is always a classifier on the produced zip file, even if no classifier
  was specified by the user. During artifact attachment, this classifier/type mess is corrected.",['hack'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/OSEHRA/ISAAC/blob/b4abff6686be95df430f3d00b60c6298d9f5f646/integration/db-config-builder/src/main/resources/diffProjectTemplate/pom.xml#L228,"Note that the assembly plugin doesn't use the same classifier - we hack the classifier it returns to be a mis
 mash of classifier and part of type. So there is always a classifier on the produced zip file, even if no classifier
 was specified by the user. During artifact attachment, this classifier/type mess is corrected.",['hack'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/xwiki/xwiki-platform/blob/c4b95794f35f6ffc3c9cf18454a0a292c51645db/xwiki-platform-core/xwiki-platform-flamingo/xwiki-platform-flamingo-skin/xwiki-platform-flamingo-skin-test/xwiki-platform-flamingo-skin-test-docker/pom.xml#L39,START: Required to fix conflicts resolution between XWiki & TestContainers,['fix'],Build variables,External library limitation,Document for later fix
https://github.com/wso2-attic/tools/blob/a60a1a45b65c888e0f9fcfa37d7a2c60c2b09b56/ide/eclipse/features/installed-distributions/developer-studio-eclipse-jee-juno-linux-gtk/pom.xml#L387,"Task 2: We need to hardcode the org.eclipse.core.runtime bundles simple configurator entry in order to set it's autostart to ""true"". This change was made in order to fix the issue of packs not starting after running Task 1.Minimal requirement is to set autorun for org.eclipse.core.runtime. So we set it here. CAUSION: When ever you change the eclipse version, need to update this.",['fix'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/apache/oodt/blob/bc82180d264bbbfa3a36056d237aab732c8ed9b8/core/pom.xml#L554,Temporary fix to send java.util.Logger logs to SLF4J,['fix'],External dependencies configuration,Missing dependency,Document workaround
https://github.com/apache/commons-codec/blob/93630178dd60bf3949adc642e780aa837a2add6c/pom.xml#L288,"Temporary fix, remove this after this has implemented in parent pom",['fix'],Plugin configuration,Recursive call,Document workaround
https://github.com/unicesi/amelia/blob/bdcf4a0b38da4fceb4d2ef870c4a0a2a3ed540e4/plugins/org.amelia.dsl.ide/pom.xml#L59,Temporary workaround while Xtext upgrades Guice to 4,['workaround'],External dependencies configuration,External tool limitation,Document workaround
https://github.com/ceylon/ceylon-ide-eclipse/blob/6ba97ce992f30f94b8891781f835597f75a8373b/tests/pom.xml#L35,THE FOLLOWING LINE MUST NOT BE BROKEN BY AUTOFORMATTING,['broken'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/ceylon/ceylon-ide-eclipse/blob/6ba97ce992f30f94b8891781f835597f75a8373b/tests/pom.xml#L117,THE FOLLOWING LINE MUST NOT BE BROKEN BY AUTOFORMATTING,['broken'],Build variables,External tool limitation,Warning for future developers
https://github.com/diirt/diirt/blob/5baa4d15c546c6df10356a266837a0622b56e423/util/pom.xml#L35,"The OSGi framework is added as an import package
  to make the ServiceLoader workaround function. It is
  accessed through introspection, so no maven dependency
  is needed. But it is required when in OSGi so that
  the introspection actually works.",['workaround'],Plugin configuration,Missing dependency,Document suboptimal implementation choice
https://github.com/hopshadoop/hops/blob/52957d185cf96136712b00bee99839df49d2506c/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/pom.xml#L196,"The second make is a workaround for HADOOP-9215. It can
  be removed when version 2.6 of cmake is no longer supported .",['workaround'],Plugin configuration,Build tool limitation,Document workaround
https://github.com/geotools/geotools/blob/9449b4d433b19dbf25e3612600bb6979987e158a/pom.xml#L1806,"The two following options have the opposite value of what we would
  like. They are that way because they don't seem to work as expected
  with Surefire 2.3. TODO: Try again when Surefire 2.4 will be available.",['todo'],Plugin configuration,External library limitation,Document for later fix
https://github.com/Sotera/graphene/blob/3a17829f312ffe08b3c0a20232c28d6cfdfa9296/graphene-parent/graphene-admin/pom.xml#L114,"This doesn't do anything for Jetty, but is a workaround for a 
 Maven bug that prevents the requestLog from being set.",['workaround'],Plugin configuration,Build tool limitation,Document workaround
https://github.com/RoboZonky/robozonky/blob/bcd4fdf5ad1e4101c1772d7b367e3993cc03b2d9/robozonky-api/pom.xml#L135,"this is a hack to be able to exclude entities, but include its sanitized subpackage",['hack'],Plugin configuration,External library limitation,Document suboptimal implementation choice
https://github.com/exoplatform/exogtn/blob/ea429e93dc38d8545fcde6421ac7ecdf92b5db0a/web/rest/pom.xml#L48,"This is broken in maven-war-plugin 2.0, works in 2.0.1",['broken'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/apache/tika/blob/8e6cf38407e72c9f254aa923b47eff61f10a7c75/tika-server/pom.xml#L207,TIKA-763: Workaround to avoid including LGPL classes,['workaround'],Plugin configuration,Licensing,Document workaround
https://github.com/apache/usergrid/blob/ac1e6e4035f9307b871478ed47246cf92cfd5f7f/stack/mongo-emulator/pom.xml#L113,TODO - should not scope be 'test' ?,['todo'],External dependencies configuration,Stale dependency,Document suboptimal implementation choice
https://github.com/apache/usergrid/blob/ac1e6e4035f9307b871478ed47246cf92cfd5f7f/stack/tools/pom.xml#L177,TODO - should not scope be 'test' ?,['todo'],External dependencies configuration,Stale dependency,Document suboptimal implementation choice
https://github.com/Narimm/OpenVPMS/blob/b9323779aa29c9ff9e9a40569f4c1db7d287a84f/openvpms-plugins/openvpms-plugin-manager-impl/pom.xml#L88,TODO - the following require servlet API 3.1.0 which requires Tomcat 8,['todo'],External dependencies configuration,Missing dependency,Warning for future developers
https://github.com/Talend/tmdm-common/blob/e7e26cd84c9af3b1eedf3b0c9b2d3e3d16e5424f/org.talend.mdm.base/pom.xml#L978,TODO 2 restlet libraries in same project?,['todo'],External dependencies configuration,Code smell,Document suboptimal implementation choice
https://github.com/mff-uk/DPUs/blob/ece7139c6ae0fead05369f7ef217aa629951e1fd/dpu-domain-specific/legislation-decisions-unzipper/Legislation_Decisions_Unzipper-0.0.1/META-INF/maven/cz.cuni.xrg.intlib/Legislation_Decisions_Unzipper/pom.xml#L25,TODO 4: fill the name of root package,['todo'],Build variables,Specify metadata,Document for later fix
https://github.com/OpenRock/OpenAM/blob/02b057e94c4ab35c0776747e173f59ee7c6d09f8/openam-authentication/openam-auth-nt/pom.xml#L68,TODO Add License to Manifest,['todo'],Plugin configuration,Licensing,Placeholder for later extension
https://github.com/OpenRock/OpenAM/blob/02b057e94c4ab35c0776747e173f59ee7c6d09f8/openam-authentication/openam-auth-securid/pom.xml#L68,TODO Add License to Manifest,['todo'],Plugin configuration,Licensing,Placeholder for later extension
https://github.com/OpenRock/OpenAM/blob/02b057e94c4ab35c0776747e173f59ee7c6d09f8/openam-rest/pom.xml#L68,TODO Add License to Manifest,['todo'],Plugin configuration,Licensing,Placeholder for later extension
https://github.com/OpenRock/OpenAM/blob/02b057e94c4ab35c0776747e173f59ee7c6d09f8/openam-clientsdk/pom.xml#L530,TODO Add License to Manifest,['todo'],Plugin configuration,Licensing,Placeholder for later extension
https://github.com/rhq-project/rhq/blob/868989acac74c193465e85df85ab452ebe150717/modules/plugins/pattern-generator/pom.xml#L145,TODO add your dependencies here,['todo'],External dependencies configuration,Missing dependency,Placeholder for later extension
https://github.com/apache/bigtop/blob/0259005384ed1951ded6c140b1e3cf4d088344df/bigtop-bigpetstore/bigpetstore-mapreduce/pom.xml#L152,TODO ask question about this comment,['todo'],External dependencies configuration,Missing dependency,Document suboptimal implementation choice
https://github.com/ikasanEIP/ikasan/blob/22a5794470fd1a9665a73ea096b7566b2e54c1b7/ikasaneip/pom.xml#L288,TODO Check this We also rely on JBoss Maven repo for released artifacts,['todo'],Repository configuration,Missing dependency,Document for later fix
https://github.com/geoadmin/geocat/blob/a6e7cb0d7974e7dda6ba0bbdf4876e0594a92acc/pom.xml#L756,"TODO check version, latest from public repository",['todo'],External dependencies configuration,Stale dependency,Document for later fix
https://github.com/apache/cxf-fediz/blob/d2a8c133c902ad1b5160d7e86126e5a21dbd5670/pom.xml#L407,"TODO commented out for now
  <plugin>
  <groupId>org.apache.maven.plugins</groupId>
  <artifactId>maven-source-plugin</artifactId>
  <configuration>
  <archive>
  <manifestEntries>
  <Bundle-SymbolicName>${fediz.osgi.symbolic.name}.source</Bundle-SymbolicName>
  <Eclipse-SourceBundle>${fediz.osgi.symbolic.name};version=""${fediz.osgi.version.clean}""</Eclipse-SourceBundle>
  </manifestEntries>
  </archive>
  </configuration>
  </plugin>",['todo'],Plugin configuration,No reason,Document for later fix
https://github.com/easysoa/EasySOA-Incubation/blob/4bed63fde03e91d53eaa2c266de1126730dbf6d5/easysoa-samples/easysoa-samples-axxx/axxx-dps-apv/pom.xml#L25,TODO define in root ??,['todo'],Build variables,Specify metadata,Document suboptimal implementation choice
https://github.com/easysoa/EasySOA-Incubation/blob/4bed63fde03e91d53eaa2c266de1126730dbf6d5/easysoa-samples/easysoa-samples-axxx/axxx-dps-apv/pom.xml#L26,TODO define in root ??,['todo'],Build variables,Specify metadata,Document suboptimal implementation choice
https://github.com/easysoa/EasySOA/blob/8706aadb105fa1b80b4383aac6b87401ecb91fc7/easysoa-proxy/easysoa-proxy-core/easysoa-proxy-web/pom.xml#L465,TODO EasySOA repository at least for code disco plugin,['todo'],Repository configuration,Missing dependency,Document for later fix
https://github.com/europeana/Europeana-Cloud/blob/89ddec74c53ca68466ff769856c6579e4a079e52/service/dps/kafka-service/pom.xml#L32,TODO ECL-317,['todo'],External dependencies configuration,External library limitation,Document for later fix
https://github.com/apache/mahout/blob/847d35957e8f99564497fbe8a8a92bb9dd68754c/core/pom.xml#L87,Todo Factor this out,['todo'],External dependencies configuration,Stale dependency,Document for later fix
https://github.com/apache/mahout/blob/847d35957e8f99564497fbe8a8a92bb9dd68754c/engine/hdfs/pom.xml#L211,"Todo Factor this out, used by MahoutTest (also exists in core, remove it from there then you should be able delete here",['todo'],External dependencies configuration,Stale dependency,Document suboptimal implementation choice
https://github.com/apache/flume/blob/7d3396f26dc1541e9d2a540d50d15a15c38acb74/flume-ng-sinks/flume-irc-sink/pom.xml#L34,TODO fix spotbugs violations,"['fix', 'todo']",Build variables,Build break,Silence build warnings
https://github.com/apache/flume/blob/7d3396f26dc1541e9d2a540d50d15a15c38acb74/flume-ng-sinks/flume-ng-hbase2-sink/pom.xml#L25,TODO fix spotbugs violations,"['fix', 'todo']",Build variables,Build break,Silence build warnings
https://github.com/apache/flume/blob/7d3396f26dc1541e9d2a540d50d15a15c38acb74/flume-ng-node/pom.xml#L35,TODO fix spotbugs violations,"['fix', 'todo']",Build variables,Build break,Silence build warnings
https://github.com/apache/flume/blob/7d3396f26dc1541e9d2a540d50d15a15c38acb74/flume-ng-sources/flume-jms-source/pom.xml#L34,TODO fix spotbugs/pmd violations,"['fix', 'todo']",Build variables,Build break,Silence build warnings
https://github.com/apache/flume/blob/7d3396f26dc1541e9d2a540d50d15a15c38acb74/flume-ng-sinks/flume-ng-elasticsearch-sink/pom.xml#L28,TODO fix spotbugs/pmd violations,"['fix', 'todo']",Build variables,Build break,Silence build warnings
https://github.com/apache/flume/blob/7d3396f26dc1541e9d2a540d50d15a15c38acb74/flume-ng-sources/flume-scribe-source/pom.xml#L34,TODO fix spotbugs/pmd violations,"['fix', 'todo']",Build variables,Build break,Silence build warnings
https://github.com/apache/flume/blob/7d3396f26dc1541e9d2a540d50d15a15c38acb74/flume-ng-sinks/flume-ng-morphline-solr-sink/pom.xml#L32,TODO fix spotbugspmd violations,"['fix', 'todo']",Build variables,Build break,Silence build warnings
https://github.com/zanata/zanata-platform/blob/68c80db891bc816f737fbfd1c77b6f68fb295143/parent/pom.xml#L1008,"TODO ignore by ID, not GAV (need https://github.com/OSSIndex/ossindex-maven-plugin/pull/20)",['todo'],Build variables,External library limitation,Document for later fix
https://github.com/apache/incubator-brooklyn/blob/337a5d22d5e9c98cc96ea1085383cbed1ee0b741/brooklyn-dist/dist/pom.xml#L47,TODO include documentation,['todo'],External dependencies configuration,Missing dependency,Document for later fix
https://github.com/swagger-api/swagger-core/blob/ba2d7f7c419bf3542d742bfa51d8c9be4b11fce1/modules/swagger-core/pom.xml#L145,TODO increase coverage,['todo'],Build variables,No reason,Document for later fix
https://github.com/apache/stanbol/blob/2fcf471b467fb84e59491f4c54ba0a95924ab04a/launchers/mini-war/pom.xml#L110,TODO later overwritten by a servlet,['todo'],Plugin configuration,Recursive call,Document for later fix
https://github.com/apache/cayenne/blob/933e42f40b3a09e074d5297fcd62d97add6efdca/pom.xml#L1016,TODO make it 'true' when we will be ready,['todo'],Plugin configuration,Build break,Silence build warnings
https://github.com/mulesoft/mule-http-connector/blob/6555accb255f901f32bcd184311a1455df2a2433/pom.xml#L8,"TODO MULE-15249 if this is upgraded, change the Map to Set in HttpResponseHeaderBuilder",['todo'],Multi-directory configuration,External library limitation,Document for later fix
https://github.com/apache/mina-sshd/blob/e068e1cdbfccc5a36ef27a687af95552af4b863a/sshd-netty/pom.xml#L188,TODO need some more research as to why this fails on Netty but not on NIO2 or MINA,['todo'],Plugin configuration,External library limitation,Document suboptimal implementation choice
https://github.com/rhq-project/rhq/blob/868989acac74c193465e85df85ab452ebe150717/modules/pom.xml#L223,TODO only build the required core modules,['todo'],Plugin configuration,Recursive call,Document for later fix
https://github.com/sergueik/selenium_java/blob/0e1cd763404ead636625069952504b2056ea30d2/multijob-plugin/pom.xml#L94,TODO pending maven-plugin 3.0,['todo'],External dependencies configuration,External library limitation,Document for later fix
https://github.com/easysoa/EasySOA-Incubation/blob/4bed63fde03e91d53eaa2c266de1126730dbf6d5/easysoa-samples/easysoa-samples-axxx/axxx-dcv-pivotal/pom.xml#L29,"TODO probably not required, FStudio did not correctly point to it",['todo'],Build variables,External tool limitation,Document suboptimal implementation choice
https://github.com/easysoa/EasySOA-Incubation/blob/4bed63fde03e91d53eaa2c266de1126730dbf6d5/easysoa-registry-v1/pom.xml#L203,"TODO release profile, rather than package.sh ?",['todo'],Plugin configuration,External library limitation,Document suboptimal implementation choice
https://github.com/opendaylight/odlparent/blob/f6962f0eecba4d0626d55c0bfc3cb9bfface70df/odlparent/pom.xml#L1366,"TODO remove dependencies when we bump from 1.10.0 to 1.11.0 (or 1.10.1);
  see https://jira.opendaylight.org/browse/ODLPARENT-167 & https://jira.apache.org/jira/browse/ARIES-1826",['todo'],Plugin configuration,External library limitation,Document for later fix
https://github.com/hibernate/hibernate-ogm/blob/9ea971df7c27277029006a6f748d8272fb1d69d2/bom/pom.xml#L397,TODO Remove once parser is updated,['todo'],External dependencies configuration,External library limitation,Document for later fix
https://github.com/OpenRock/OpenIDM/blob/f469cad18932786e1db610d6134f90b9002181c4/openidm-workflow-activiti/pom.xml#L177,TODO Remove org.apache.felix.framework when Compendium 4.3 is used,['todo'],External dependencies configuration,Stale dependency,Document for later fix
https://github.com/OpenRock/OpenIDM/blob/f469cad18932786e1db610d6134f90b9002181c4/openidm-script/pom.xml#L71,TODO Remove org.apache.felix.framework when Compendium 4.3 is used,['todo'],External dependencies configuration,Stale dependency,Document for later fix
https://github.com/forge/core/blob/e140eb03bbe2b3409478ad70c86c3edbef6d9a0c/javaee/tests/pom.xml#L14,TODO Remove this impl dependency,['todo'],External dependencies configuration,Stale dependency,Document for later fix
https://github.com/OpenRock/OpenAM/blob/02b057e94c4ab35c0776747e173f59ee7c6d09f8/openam-rest/pom.xml#L121,TODO required until Restlet endpoints are moved to CHF,['todo'],External dependencies configuration,Missing dependency,Document for later fix
https://github.com/OsgiliathEnterprise/net.osgiliath.parent/blob/76bbcc0168d2c884a31a47bfadb8ca6aade1cd47/net.osgiliath.framework/net.osgiliath.wrappers/net.osgiliath.wrapper.spring-batch-core/pom.xml#L62,TODO set to true,['todo'],Plugin configuration,External library limitation,Document for later fix
https://github.com/infinispan/infinispan/blob/a429694a98d931ef5e6b6b76e5016a1e91b008c9/build-configuration/bom/pom.xml#L387,TODO should be here?,['todo'],External dependencies configuration,Stale dependency,Document suboptimal implementation choice
https://github.com/opennetworkinglab/onos/blob/4b2ff04ad8d0b6e72cea9ab7c080ef5a7b1cf1e4/lib/pom.xml#L663,"TODO sonar-maven-plugin prints the following ERROR many times:
  Class not found: javax.annotation.Nullable
  The following dependency alleviates this problem, but perhaps
  it can be better located in the future.",['todo'],External dependencies configuration,External library limitation,Document suboptimal implementation choice
https://github.com/thinkaurelius/titan/blob/ee226e52415b8bf43b700afac75fa5b9767993a5/titan-hadoop-parent/titan-hadoop-core/pom.xml#L36,TODO this should be scoped test,['todo'],External dependencies configuration,Stale dependency,Document suboptimal implementation choice
https://github.com/yahoo/omid/blob/7d3ad63ef48ab1738e05889bbf30db190f1c0e56/pom.xml#L212,TODO Try to restore the parameter when possible,['todo'],Plugin configuration,Compiler configuration,Document for later fix
https://github.com/apache/phoenix/blob/2e12af8e0d8c58a7ad4178b0476057d02fb1a7a3/pom.xml#L419,TODO turn back on javadocs - disabled now for testing,['todo'],Plugin configuration,External library limitation,Document for later fix
https://github.com/apache/incubator-brooklyn/blob/337a5d22d5e9c98cc96ea1085383cbed1ee0b741/brooklyn-library/pom.xml#L45,TODO update with PMC members and committers,['todo'],Project metadata,Specify metadata,Document for later fix
https://github.com/apache/incubator-brooklyn/blob/337a5d22d5e9c98cc96ea1085383cbed1ee0b741/pom.xml#L45,TODO update with PMC members and committers,['todo'],Project metadata,Specify metadata,Document for later fix
https://github.com/wildfly/wildfly/blob/d550882eb6d677947a356d8a911061b15dc1a60e/feature-pack/pom.xml#L3443,TODO why not generate-resources phase?,['todo'],Plugin configuration,External library limitation,Document suboptimal implementation choice
https://github.com/jersey/jersey/blob/faa809da43538ce31076b50f969b4bd64caa5ac9/pom.xml#L301,TODO work towards eliminating all warnings in order to be able to enable the -Xlint option,['todo'],Plugin configuration,Compiler configuration,Placeholder for later extension
https://github.com/OsgiliathEnterprise/net.osgiliath.parent/blob/76bbcc0168d2c884a31a47bfadb8ca6aade1cd47/net.osgiliath.archetypes/net.osgiliath.archetype.business/src/main/resources/archetype-resources/__rootArtifactId__.spi/pom.xml#L54,TODO your features module if any,['todo'],External dependencies configuration,Missing dependency,Placeholder for later extension
https://github.com/wildfly/wildfly/blob/d550882eb6d677947a356d8a911061b15dc1a60e/testsuite/integration/multinode/pom.xml#L35,"todo,
  Enable elytron script only runs on ""wildfly"" instance of server, other copies are not affected.
  Since we updated this testsuite to reuse ""wildfly"" server instance for server itself instead of making extra copy
  Test DynamicJNDIContextEJBInvocationTestCase started failing,
  which would indicate that this test in combination with enabled elytron has issues
  Maybe problem is just related that elytron should be enabled on both instances or it even lies somewhere else.
  We disable eyltron script execution by setting script to non-existing.",['todo'],Build variables,External library limitation,Document suboptimal implementation choice
https://github.com/eclipse/cdt/blob/480af1ddb10a8b07466809f6ffb175180011a15c/pom.xml#L260,"TODO: Investigate/Fix hanging before re-enable re-enabling
 <module>debug/org.eclipse.cdt.debug.application.tests</module>","['fix', 'todo']",Multi-directory configuration,Recursive call,Document for later fix
https://github.com/RIPE-NCC/whois/blob/4176eafb04036bf971e51e01001f607be5c57ce5/pom.xml#L69,TODO: [ES] update Jersey to 2.16 (creates unmarshalling problems with crowd),['todo'],Build variables,External library limitation,Document for later fix
https://github.com/sniffy/sniffy/blob/7bdddb9593e6b6e9fe5c7c87519f864acbc3a5c0/pom.xml#L433,TODO: 2.25 is not compatible with Spring Boot,['todo'],External dependencies configuration,External library limitation,Warning for future developers
https://github.com/IQSS/dataverse/blob/501f2729e86a155ce0f5f0ef3237340a25eeeb8c/pom.xml#L811,TODO: Add a profile to run API tests (integration tests that end in IT.java. See conf/docker-aio/run-test-suite.sh,['todo'],Plugin configuration,External library limitation,Document for later fix
https://github.com/apache/incubator-plc4x/blob/2aff98fbdb96a0e05ed822c6a0ea86c6b33403ba/examples/hello-connectivity-kafka/pom.xml#L113,TODO: Can be removed as soon as Edgent is released in a version 1.3.0,['todo'],External dependencies configuration,Stale dependency,Document for later fix
https://github.com/wildfly/wildfly-core/blob/245593b472abf284bbeefb4f46c7170b7651e65d/testsuite/patching/pom.xml#L115,"TODO: domain and standalone use different system properties, investigate if this is deliberate or not",['todo'],Plugin configuration,Code smell,Document for later fix
https://github.com/wso2/product-apim/blob/b8e9929a5f2ad96c4a36be8ab1ac9915356ddf59/modules/distribution/pom.xml#L1311,TODO: Figure out a way to delete tmp.* files,['todo'],Plugin configuration,External library limitation,Document for later fix
https://github.com/Talend/tesb-rt-se/blob/6c53c03051e530f22d41b2dcedeb7555b778dd2f/examples/camel/features/pom.xml#L67,TODO: find a good solution for supplying the container config.properties,['todo'],Plugin configuration,External library limitation,Document for later fix
https://github.com/xwiki/xwiki-commons/blob/651b843480bec9703885167921ce597de9352f52/xwiki-commons-core/xwiki-commons-observation/xwiki-commons-observation-local/pom.xml#L35,TODO: fix this and remove this property so that the check is not skipped,"['fix', 'todo']",Build variables,External library limitation,Document for later fix
https://github.com/facebook/presto/blob/91dd2a536f4f3e13ec12edf9e3b225156ab543cb/pom.xml#L1185,TODO: fix this in Airlift resolver,"['fix', 'todo']",Plugin configuration,External library limitation,Document for later fix
https://github.com/platformlayer/platformlayer/blob/e7a8cdff2aefa658cb41cffdd8c33d19e3b5bc3c/xaas/webapp/pom.xml#L154,TODO: Fix this...,"['fix', 'todo']",External dependencies configuration,Stale dependency,Document for later fix
https://github.com/podd/podd-redesign/blob/9de075a3d2f0d67db1b96b14397fb198659a5c83/webapp/lib/pom.xml#L159,TODO: FIXME: This is necessary to use AddImport right now.,"['todo', 'fixme']",External dependencies configuration,Missing dependency,Warning for future developers
https://github.com/broadgsa/gatk/blob/41147a655594c2aae6e2cad8462bd1648570b32b/public/gatk-root/pom.xml#L645,TODO: gitdescribe plugin doesn't allow null prefixes,['todo'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/openzipkin/zipkin/blob/b8646142fa15c8c5f47ff2a2a48dc663c7bb65b3/zipkin-server/src/it/minimal-dependencies/pom.xml#L57,TODO: group ID change: https://github.com/openzipkin/zipkin/issues/2132,['todo'],External dependencies configuration,External library limitation,Document for later fix
https://github.com/GeoscienceAustralia/geodesy-web-services/blob/2adf9643e36cbe3cd5733344fa3c2354c144307a/gws-core/pom.xml#L24,TODO: https://liquibase.jira.com/browse/CORE-2780,['todo'],Build variables,External library limitation,Document for later fix
https://github.com/camunda/camunda-bpm-platform/blob/7aa0c6008939ff9c66c40cbdf60e4897a00b8a02/qa/test-db-instance-migration/test-fixture-73/pom.xml#L141,TODO: if 7.2 patch scripts for mysql are created they probably also have to be copied for mariadb,['todo'],Plugin configuration,External tool limitation,Document suboptimal implementation choice
https://github.com/Drombler/drombler-commons/blob/8df31900f2112b3788bc4622cfaf040821a69018/drombler-commons-docking/drombler-commons-docking-fx-context/pom.xml#L116,"TODO: make ths profiles during releasing configurable
  <id>jenkins</id>",['todo'],Plugin configuration,External library limitation,Document for later fix
https://github.com/apache/incubator-plc4x/blob/2aff98fbdb96a0e05ed822c6a0ea86c6b33403ba/integrations/apache-kafka/pom.xml#L57,TODO: Maybe this can be removed (and the exclusion in the dependency plugin),['todo'],External dependencies configuration,Stale dependency,Document for later fix
https://github.com/rhq-project/rhq/blob/868989acac74c193465e85df85ab452ebe150717/modules/plugins/jboss-as/pom.xml#L24,TODO: Move this up to the parent pom.,['todo'],External dependencies configuration,Recursive call,Document for later fix
https://github.com/Drombler/drombler-commons/blob/8df31900f2112b3788bc4622cfaf040821a69018/drombler-commons-docking/drombler-commons-docking-fx/pom.xml#L115,TODO: Move to Drombler OSS Parent,['todo'],Plugin configuration,Recursive call,Document for later fix
https://github.com/jersey/jersey/blob/faa809da43538ce31076b50f969b4bd64caa5ac9/examples/osgi-helloworld-webapp/war-bundle/pom.xml#L142,TODO: newer bundle plugin (3.2.0) generates version string from SNAPSHOTS differently than 2.x version,['todo'],Plugin configuration,External library limitation,Document for later fix
https://github.com/psi-probe/psi-probe/blob/4c05958b1a8af0850360fc47deb8ccffa0fab4e0/pom.xml#L375,TODO: Override for commons-dbcp,['todo'],External dependencies configuration,External library limitation,Document for later fix
https://github.com/FINRAOS/herd/blob/1ab429c89a05bc4eaf139d4ae9e40fa9b787dca0/herd-code/herd-model-api-15/pom.xml#L134,TODO: Please investigate if we can remove the below plugin version.,['todo'],Plugin configuration,External library limitation,Document for later fix
https://github.com/jcstaff/ejava-javaee/blob/b1473e54fbb2cc7c52fa10087092bcce98944c06/securePing/securePingApp/securePingTest/pom.xml#L182,"TODO: prepare the additional user DB
  <plugin>
  <groupId>org.codehaus.mojo</groupId>
  <artifactId>sql-maven-plugin</artifactId> 
  
  <dependencies>
  <dependency>
  <groupId>hsqldb</groupId>
  <artifactId>hsqldb</artifactId>
  <version>${hsqldb.version}</version> 
  </dependency>
  </dependencies>
  
  <configuration>
  <username>${jdbc.user}</username>
  <password>${jdbc.password}</password>
  <driver>${jdbc.driver}</driver>
  <url>${jdbc.url}</url> 
  </configuration>
  
  <executions>
  <execution>
  <id>drop-db-before-test</id>
  <phase>process-test-resources</phase>
  <goals>
  <goal>execute</goal>
  </goals> 
  <configuration> 
  <autocommit>true</autocommit>
  <fileset>
  <basedir>${basedir}/target</basedir>
  <includes>
  <include>test-classes/ddl/*drop*.ddl</include> 
  </includes>
  </fileset>
  <onError>continue</onError>
  </configuration> 
  </execution>
 
  <execution>
  <id>create-db-before-test</id>
  <phase>process-test-resources</phase>
  <goals>
  <goal>execute</goal>
  </goals> 
  <configuration> 
  <autocommit>true</autocommit>
  <fileset>
  <basedir>${basedir}/target</basedir>
  <includes>
  <include>test-classes/ddl/*create*.ddl</include> 
  </includes>
  </fileset>
  <print>true</print>
  </configuration> 
  </execution>
  
  <execution>
  <id>populate-db-before-test</id>
  <phase>process-test-resources</phase>
  <goals>
  <goal>execute</goal>
  </goals> 
  <configuration> 
  <autocommit>true</autocommit>
  <fileset>
  <basedir>${basedir}/target</basedir>
  <includes>
  <include>test-classes/ddl/*populate*.ddl</include> 
  </includes>
  </fileset>
  </configuration> 
  </execution>
  </executions>
  </plugin>",['todo'],Plugin configuration,External library limitation,Document for later fix
https://github.com/SpagoBILabs/SpagoBI/blob/84bb859516da7ffdb34fbe2ef352f08a3f402af3/spagobi-parent/pom.xml#L393,TODO: remove depedency instead of directly libs,['todo'],Plugin configuration,Stale dependency,Document for later fix
